,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
473,474,Dead,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1.0,23.0,0,0,SC/AH Basle 541,13.7917,27.5834,0.0
474,475,Alive,3,"Strandberg, Miss. Ida Sofia",1.0,22.0,0,0,7553,9.8375,29.512500000000003,2.0
475,476,Alive,1,"Clifford, Mr. George Quincy",0.0,30.7,0,0,110465,52.0,52.0,2.0
476,477,Alive,2,"Renouf, Mr. Peter Henry",0.0,34.0,1,0,31027,21.0,42.0,2.0
477,478,Alive,3,"Braund, Mr. Lewis Richard",0.0,29.0,1,0,3460,7.0458,21.1374,2.0
478,479,Alive,3,"Karlsson, Mr. Nils August",0.0,22.0,0,0,350060,7.5208,22.5624,2.0
479,480,Dead,3,"Hirvonen, Miss. Hildur E",1.0,2.0,0,1,3101298,12.2875,36.8625,2.0
480,481,Alive,3,"Goodwin, Master. Harold Victor",0.0,9.0,5,2,CA 2144,46.9,140.7,2.0
481,482,Alive,2,"Frost, Mr. Anthony Wood ""Archie""",0.0,30.7,0,0,239854,0.0,0.0,2.0
482,483,Alive,3,"Rouse, Mr. Richard Henry",0.0,50.0,0,0,A/5 3594,8.05,24.150000000000002,2.0
483,484,Dead,3,"Turkula, Mrs. (Hedwig)",1.0,63.0,0,0,4134,9.5875,28.762500000000003,2.0
484,485,Dead,1,"Bishop, Mr. Dickinson H",0.0,25.0,1,0,11967,91.0792,91.0792,0.0
485,486,Alive,3,"Lefebre, Miss. Jeannie",1.0,27.9,3,1,4133,25.4667,76.4001,2.0
486,487,Dead,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1.0,35.0,1,0,19943,90.0,90.0,2.0
487,488,Alive,1,"Kent, Mr. Edward Austin",0.0,58.0,0,0,11771,29.7,29.7,0.0
488,489,Alive,3,"Somerton, Mr. Francis William",0.0,30.0,0,0,A.5. 18509,8.05,24.150000000000002,2.0
489,490,Dead,3,"Coutts, Master. Eden Leslie ""Neville""",0.0,9.0,1,1,C.A. 37671,15.9,47.7,2.0
490,491,Alive,3,"Hagland, Mr. Konrad Mathias Reiersen",0.0,30.7,1,0,65304,19.9667,59.900099999999995,2.0
491,492,Alive,3,"Windelov, Mr. Einar",0.0,21.0,0,0,SOTON/OQ 3101317,7.25,21.75,2.0
492,493,Alive,1,"Molson, Mr. Harry Markland",0.0,55.0,0,0,113787,30.5,30.5,2.0
493,494,Alive,1,"Artagaveytia, Mr. Ramon",0.0,71.0,0,0,PC 17609,49.5042,49.5042,0.0
494,495,Alive,3,"Stanley, Mr. Edward Roland",0.0,21.0,0,0,A/4 45380,8.05,24.150000000000002,2.0
495,496,Alive,3,"Yousseff, Mr. Gerious",0.0,30.7,0,0,2627,14.4583,43.3749,0.0
496,497,Dead,1,"Eustis, Miss. Elizabeth Mussey",1.0,54.0,1,0,36947,78.2667,78.2667,0.0
497,498,Alive,3,"Shellard, Mr. Frederick William",0.0,30.7,0,0,C.A. 6212,15.1,45.3,2.0
498,499,Alive,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1.0,25.0,1,2,113781,151.55,151.55,2.0
499,500,Alive,3,"Svensson, Mr. Olof",0.0,24.0,0,0,350035,7.7958,23.3874,2.0
500,501,Alive,3,"Calic, Mr. Petar",0.0,17.0,0,0,315086,8.6625,25.987499999999997,2.0
501,502,Alive,3,"Canavan, Miss. Mary",1.0,21.0,0,0,364846,7.75,23.25,1.0
502,503,Alive,3,"O'Sullivan, Miss. Bridget Mary",1.0,27.9,0,0,330909,7.6292,22.8876,1.0
503,504,Alive,3,"Laitinen, Miss. Kristina Sofia",1.0,37.0,0,0,4135,9.5875,28.762500000000003,2.0
504,505,Dead,1,"Maioni, Miss. Roberta",1.0,16.0,0,0,110152,86.5,86.5,2.0
505,506,Alive,1,"Penasco y Castellana, Mr. Victor de Satode",0.0,18.0,1,0,PC 17758,108.9,108.9,0.0
506,507,Dead,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1.0,33.0,0,2,26360,26.0,52.0,2.0
507,508,Dead,1,"Bradley, Mr. George (""George Arthur Brayton"")",0.0,30.7,0,0,111427,26.55,26.55,2.0
508,509,Alive,3,"Olsen, Mr. Henry Margido",0.0,28.0,0,0,C 4001,22.525,67.57499999999999,2.0
509,510,Dead,3,"Lang, Mr. Fang",0.0,26.0,0,0,1601,56.4958,169.4874,2.0
510,511,Dead,3,"Daly, Mr. Eugene Patrick",0.0,29.0,0,0,382651,7.75,23.25,1.0
511,512,Alive,3,"Webber, Mr. James",0.0,30.7,0,0,SOTON/OQ 3101316,8.05,24.150000000000002,2.0
512,513,Dead,1,"McGough, Mr. James Robert",0.0,36.0,0,0,PC 17473,26.2875,26.2875,2.0
513,514,Dead,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1.0,54.0,1,0,PC 17603,59.4,59.4,0.0
514,515,Alive,3,"Coleff, Mr. Satio",0.0,24.0,0,0,349209,7.4958,22.4874,2.0
515,516,Alive,1,"Walker, Mr. William Anderson",0.0,47.0,0,0,36967,34.0208,34.0208,2.0
516,517,Dead,2,"Lemore, Mrs. (Amelia Milley)",1.0,34.0,0,0,C.A. 34260,10.5,21.0,2.0
517,518,Alive,3,"Ryan, Mr. Patrick",0.0,30.7,0,0,371110,24.15,72.44999999999999,1.0
518,519,Dead,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1.0,36.0,1,0,226875,26.0,52.0,2.0
519,520,Alive,3,"Pavlovic, Mr. Stefo",0.0,32.0,0,0,349242,7.8958,23.6874,2.0
520,521,Dead,1,"Perreault, Miss. Anne",1.0,30.0,0,0,12749,93.5,93.5,2.0
521,522,Alive,3,"Vovk, Mr. Janko",0.0,22.0,0,0,349252,7.8958,23.6874,2.0
522,523,Alive,3,"Lahoud, Mr. Sarkis",0.0,30.7,0,0,2624,7.225,21.674999999999997,0.0
523,524,Dead,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1.0,44.0,0,1,111361,57.9792,57.9792,0.0
524,525,Alive,3,"Kassem, Mr. Fared",0.0,30.7,0,0,2700,7.2292,21.6876,0.0
525,526,Alive,3,"Farrell, Mr. James",0.0,40.5,0,0,367232,7.75,23.25,1.0
526,527,Dead,2,"Ridsdale, Miss. Lucy",1.0,50.0,0,0,W./C. 14258,10.5,21.0,2.0
527,528,Alive,1,"Farthing, Mr. John",0.0,30.7,0,0,PC 17483,221.7792,221.7792,2.0
528,529,Alive,3,"Salonen, Mr. Johan Werner",0.0,39.0,0,0,3101296,7.925,23.775,2.0
529,530,Alive,2,"Hocking, Mr. Richard George",0.0,23.0,2,1,29104,11.5,23.0,2.0
530,531,Dead,2,"Quick, Miss. Phyllis May",1.0,2.0,1,1,26360,26.0,52.0,2.0
531,532,Alive,3,"Toufik, Mr. Nakli",0.0,30.7,0,0,2641,7.2292,21.6876,0.0
532,533,Alive,3,"Elias, Mr. Joseph Jr",0.0,17.0,1,1,2690,7.2292,21.6876,0.0
533,534,Dead,3,"Peter, Mrs. Catherine (Catherine Rizk)",1.0,27.9,0,2,2668,22.3583,67.0749,0.0
534,535,Alive,3,"Cacic, Miss. Marija",1.0,30.0,0,0,315084,8.6625,25.987499999999997,2.0
535,536,Dead,2,"Hart, Miss. Eva Miriam",1.0,7.0,0,2,F.C.C. 13529,26.25,52.5,2.0
536,537,Alive,1,"Butt, Major. Archibald Willingham",0.0,45.0,0,0,113050,26.55,26.55,2.0
537,538,Dead,1,"LeRoy, Miss. Bertha",1.0,30.0,0,0,PC 17761,106.425,106.425,0.0
538,539,Alive,3,"Risien, Mr. Samuel Beard",0.0,30.7,0,0,364498,14.5,43.5,2.0
539,540,Dead,1,"Frolicher, Miss. Hedwig Margaritha",1.0,22.0,0,2,13568,49.5,49.5,0.0
540,541,Dead,1,"Crosby, Miss. Harriet R",1.0,36.0,0,2,WE/P 5735,71.0,71.0,2.0
541,542,Alive,3,"Andersson, Miss. Ingeborg Constanzia",1.0,9.0,4,2,347082,31.275,93.82499999999999,2.0
542,543,Alive,3,"Andersson, Miss. Sigrid Elisabeth",1.0,11.0,4,2,347082,31.275,93.82499999999999,2.0
543,544,Dead,2,"Beane, Mr. Edward",0.0,32.0,1,0,2908,26.0,52.0,2.0
544,545,Alive,1,"Douglas, Mr. Walter Donald",0.0,50.0,1,0,PC 17761,106.425,106.425,0.0
545,546,Alive,1,"Nicholson, Mr. Arthur Ernest",0.0,64.0,0,0,693,26.0,26.0,2.0
546,547,Dead,2,"Beane, Mrs. Edward (Ethel Clarke)",1.0,19.0,1,0,2908,26.0,52.0,2.0
547,548,Dead,2,"Padro y Manent, Mr. Julian",0.0,30.7,0,0,SC/PARIS 2146,13.8625,27.725,0.0
548,549,Alive,3,"Goldsmith, Mr. Frank John",0.0,33.0,1,1,363291,20.525,61.574999999999996,2.0
549,550,Dead,2,"Davies, Master. John Morgan Jr",0.0,8.0,1,1,C.A. 33112,36.75,73.5,2.0
550,551,Dead,1,"Thayer, Mr. John Borland Jr",0.0,17.0,0,2,17421,110.8833,110.8833,0.0
551,552,Alive,2,"Sharp, Mr. Percival James R",0.0,27.0,0,0,244358,26.0,52.0,2.0
552,553,Alive,3,"O'Brien, Mr. Timothy",0.0,30.7,0,0,330979,7.8292,23.4876,1.0
553,554,Dead,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0.0,22.0,0,0,2620,7.225,21.674999999999997,0.0
554,555,Dead,3,"Ohman, Miss. Velin",1.0,22.0,0,0,347085,7.775,23.325000000000003,2.0
555,556,Alive,1,"Wright, Mr. George",0.0,62.0,0,0,113807,26.55,26.55,2.0
556,557,Dead,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1.0,48.0,1,0,11755,39.6,39.6,0.0
557,558,Alive,1,"Robbins, Mr. Victor",0.0,30.7,0,0,PC 17757,227.525,227.525,0.0
558,559,Dead,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1.0,39.0,1,1,110413,79.65,79.65,2.0
559,560,Dead,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1.0,36.0,1,0,345572,17.4,52.199999999999996,2.0
560,561,Alive,3,"Morrow, Mr. Thomas Rowan",0.0,30.7,0,0,372622,7.75,23.25,1.0
561,562,Alive,3,"Sivic, Mr. Husein",0.0,40.0,0,0,349251,7.8958,23.6874,2.0
562,563,Alive,2,"Norman, Mr. Robert Douglas",0.0,28.0,0,0,218629,13.5,27.0,2.0
563,564,Alive,3,"Simmons, Mr. John",0.0,30.7,0,0,SOTON/OQ 392082,8.05,24.150000000000002,2.0
564,565,Alive,3,"Meanwell, Miss. (Marion Ogden)",1.0,27.9,0,0,SOTON/O.Q. 392087,8.05,24.150000000000002,2.0
565,566,Alive,3,"Davies, Mr. Alfred J",0.0,24.0,2,0,A/4 48871,24.15,72.44999999999999,2.0
566,567,Alive,3,"Stoytcheff, Mr. Ilia",0.0,19.0,0,0,349205,7.8958,23.6874,2.0
567,568,Alive,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1.0,29.0,0,4,349909,21.075,63.224999999999994,2.0
568,569,Alive,3,"Doharr, Mr. Tannous",0.0,30.7,0,0,2686,7.2292,21.6876,0.0
569,570,Dead,3,"Jonsson, Mr. Carl",0.0,32.0,0,0,350417,7.8542,23.5626,2.0
570,571,Dead,2,"Harris, Mr. George",0.0,62.0,0,0,S.W./PP 752,10.5,21.0,2.0
571,572,Dead,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1.0,53.0,2,0,11769,51.4792,51.4792,2.0
572,573,Dead,1,"Flynn, Mr. John Irwin (""Irving"")",0.0,36.0,0,0,PC 17474,26.3875,26.3875,2.0
573,574,Dead,3,"Kelly, Miss. Mary",1.0,27.9,0,0,14312,7.75,23.25,1.0
574,575,Alive,3,"Rush, Mr. Alfred George John",0.0,16.0,0,0,A/4. 20589,8.05,24.150000000000002,2.0
575,576,Alive,3,"Patchett, Mr. George",0.0,19.0,0,0,358585,14.5,43.5,2.0
576,577,Dead,2,"Garside, Miss. Ethel",1.0,34.0,0,0,243880,13.0,26.0,2.0
577,578,Dead,1,"Silvey, Mrs. William Baird (Alice Munger)",1.0,39.0,1,0,13507,55.9,55.9,2.0
578,579,Alive,3,"Caram, Mrs. Joseph (Maria Elias)",1.0,27.9,1,0,2689,14.4583,43.3749,0.0
579,580,Dead,3,"Jussila, Mr. Eiriik",0.0,32.0,0,0,STON/O 2. 3101286,7.925,23.775,2.0
580,581,Dead,2,"Christy, Miss. Julie Rachel",1.0,25.0,1,1,237789,30.0,60.0,2.0
581,582,Dead,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1.0,39.0,1,1,17421,110.8833,110.8833,0.0
582,583,Alive,2,"Downton, Mr. William James",0.0,54.0,0,0,28403,26.0,52.0,2.0
583,584,Alive,1,"Ross, Mr. John Hugo",0.0,36.0,0,0,13049,40.125,40.125,0.0
584,585,Alive,3,"Paulner, Mr. Uscher",0.0,30.7,0,0,3411,8.7125,26.137500000000003,0.0
585,586,Dead,1,"Taussig, Miss. Ruth",1.0,18.0,0,2,110413,79.65,79.65,2.0
586,587,Alive,2,"Jarvis, Mr. John Denzil",0.0,47.0,0,0,237565,15.0,30.0,2.0
587,588,Dead,1,"Frolicher-Stehli, Mr. Maxmillian",0.0,60.0,1,1,13567,79.2,79.2,0.0
588,589,Alive,3,"Gilinski, Mr. Eliezer",0.0,22.0,0,0,14973,8.05,24.150000000000002,2.0
589,590,Alive,3,"Murdlin, Mr. Joseph",0.0,30.7,0,0,A./5. 3235,8.05,24.150000000000002,2.0
590,591,Alive,3,"Rintamaki, Mr. Matti",0.0,35.0,0,0,STON/O 2. 3101273,7.125,21.375,2.0
591,592,Dead,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1.0,52.0,1,0,36947,78.2667,78.2667,0.0
592,593,Alive,3,"Elsbury, Mr. William James",0.0,47.0,0,0,A/5 3902,7.25,21.75,2.0
593,594,Alive,3,"Bourke, Miss. Mary",1.0,27.9,0,2,364848,7.75,23.25,1.0
594,595,Alive,2,"Chapman, Mr. John Henry",0.0,37.0,1,0,SC/AH 29037,26.0,52.0,2.0
595,596,Alive,3,"Van Impe, Mr. Jean Baptiste",0.0,36.0,1,1,345773,24.15,72.44999999999999,2.0
596,597,Dead,2,"Leitch, Miss. Jessie Wills",1.0,27.9,0,0,248727,33.0,66.0,2.0
597,598,Alive,3,"Johnson, Mr. Alfred",0.0,49.0,0,0,LINE,0.0,0.0,2.0
598,599,Alive,3,"Boulos, Mr. Hanna",0.0,30.7,0,0,2664,7.225,21.674999999999997,0.0
599,600,Dead,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0.0,49.0,1,0,PC 17485,56.9292,56.9292,0.0
600,601,Dead,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1.0,24.0,2,1,243847,27.0,54.0,2.0
601,602,Alive,3,"Slabenoff, Mr. Petco",0.0,30.7,0,0,349214,7.8958,23.6874,2.0
602,603,Alive,1,"Harrington, Mr. Charles H",0.0,30.7,0,0,113796,42.4,42.4,2.0
603,604,Alive,3,"Torber, Mr. Ernst William",0.0,44.0,0,0,364511,8.05,24.150000000000002,2.0
604,605,Dead,1,"Homer, Mr. Harry (""Mr E Haven"")",0.0,35.0,0,0,111426,26.55,26.55,0.0
605,606,Alive,3,"Lindell, Mr. Edvard Bengtsson",0.0,36.0,1,0,349910,15.55,46.650000000000006,2.0
606,607,Alive,3,"Karaic, Mr. Milan",0.0,30.0,0,0,349246,7.8958,23.6874,2.0
607,608,Dead,1,"Daniel, Mr. Robert Williams",0.0,27.0,0,0,113804,30.5,30.5,2.0
608,609,Dead,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1.0,22.0,1,2,SC/Paris 2123,41.5792,83.1584,0.0
609,610,Dead,1,"Shutes, Miss. Elizabeth W",1.0,40.0,0,0,PC 17582,153.4625,153.4625,2.0
610,611,Alive,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1.0,39.0,1,5,347082,31.275,93.82499999999999,2.0
611,612,Alive,3,"Jardin, Mr. Jose Neto",0.0,30.7,0,0,SOTON/O.Q. 3101305,7.05,21.15,2.0
612,613,Dead,3,"Murphy, Miss. Margaret Jane",1.0,27.9,1,0,367230,15.5,46.5,1.0
613,614,Alive,3,"Horgan, Mr. John",0.0,30.7,0,0,370377,7.75,23.25,1.0
614,615,Alive,3,"Brocklebank, Mr. William Alfred",0.0,35.0,0,0,364512,8.05,24.150000000000002,2.0
615,616,Dead,2,"Herman, Miss. Alice",1.0,24.0,1,2,220845,65.0,130.0,2.0
616,617,Alive,3,"Danbom, Mr. Ernst Gilbert",0.0,34.0,1,1,347080,14.4,43.2,2.0
617,618,Alive,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1.0,26.0,1,0,A/5. 3336,16.1,48.300000000000004,2.0
618,619,Dead,2,"Becker, Miss. Marion Louise",1.0,4.0,2,1,230136,39.0,78.0,2.0
619,620,Alive,2,"Gavey, Mr. Lawrence",0.0,26.0,0,0,31028,10.5,21.0,2.0
620,621,Alive,3,"Yasbeck, Mr. Antoni",0.0,27.0,1,0,2659,14.4542,43.3626,0.0
621,622,Dead,1,"Kimball, Mr. Edwin Nelson Jr",0.0,42.0,1,0,11753,52.5542,52.5542,2.0
622,623,Dead,3,"Nakid, Mr. Sahid",0.0,20.0,1,1,2653,15.7417,47.2251,0.0
623,624,Alive,3,"Hansen, Mr. Henry Damsgaard",0.0,21.0,0,0,350029,7.8542,23.5626,2.0
624,625,Alive,3,"Bowen, Mr. David John ""Dai""",0.0,21.0,0,0,54636,16.1,48.300000000000004,2.0
625,626,Alive,1,"Sutton, Mr. Frederick",0.0,61.0,0,0,36963,32.3208,32.3208,2.0
626,627,Alive,2,"Kirkland, Rev. Charles Leonard",0.0,57.0,0,0,219533,12.35,24.7,1.0
627,628,Dead,1,"Longley, Miss. Gretchen Fiske",1.0,21.0,0,0,13502,77.9583,77.9583,2.0
628,629,Alive,3,"Bostandyeff, Mr. Guentcho",0.0,26.0,0,0,349224,7.8958,23.6874,2.0
629,630,Alive,3,"O'Connell, Mr. Patrick D",0.0,30.7,0,0,334912,7.7333,23.1999,1.0
630,631,Dead,1,"Barkworth, Mr. Algernon Henry Wilson",0.0,80.0,0,0,27042,30.0,30.0,2.0
631,632,Alive,3,"Lundahl, Mr. Johan Svensson",0.0,51.0,0,0,347743,7.0542,21.162599999999998,2.0
632,633,Dead,1,"Stahelin-Maeglin, Dr. Max",0.0,32.0,0,0,13214,30.5,30.5,0.0
633,634,Alive,1,"Parr, Mr. William Henry Marsh",0.0,30.7,0,0,112052,0.0,0.0,2.0
634,635,Alive,3,"Skoog, Miss. Mabel",1.0,9.0,3,2,347088,27.9,83.69999999999999,2.0
635,636,Dead,2,"Davis, Miss. Mary",1.0,28.0,0,0,237668,13.0,26.0,2.0
636,637,Alive,3,"Leinonen, Mr. Antti Gustaf",0.0,32.0,0,0,STON/O 2. 3101292,7.925,23.775,2.0
637,638,Alive,2,"Collyer, Mr. Harvey",0.0,31.0,1,1,C.A. 31921,26.25,52.5,2.0
638,639,Alive,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1.0,41.0,0,5,3101295,39.6875,119.0625,2.0
639,640,Alive,3,"Thorneycroft, Mr. Percival",0.0,30.7,1,0,376564,16.1,48.300000000000004,2.0
640,641,Alive,3,"Jensen, Mr. Hans Peder",0.0,20.0,0,0,350050,7.8542,23.5626,2.0
641,642,Dead,1,"Sagesser, Mlle. Emma",1.0,24.0,0,0,PC 17477,69.3,69.3,0.0
642,643,Alive,3,"Skoog, Miss. Margit Elizabeth",1.0,2.0,3,2,347088,27.9,83.69999999999999,2.0
643,644,Dead,3,"Foo, Mr. Choong",0.0,30.7,0,0,1601,56.4958,169.4874,2.0
644,645,Dead,3,"Baclini, Miss. Eugenie",1.0,0.75,2,1,2666,19.2583,57.774899999999995,0.0
645,646,Dead,1,"Harper, Mr. Henry Sleeper",0.0,48.0,1,0,PC 17572,76.7292,76.7292,0.0
646,647,Alive,3,"Cor, Mr. Liudevit",0.0,19.0,0,0,349231,7.8958,23.6874,2.0
647,648,Dead,1,"Simonius-Blumer, Col. Oberst Alfons",0.0,56.0,0,0,13213,35.5,35.5,0.0
648,649,Alive,3,"Willey, Mr. Edward",0.0,30.7,0,0,S.O./P.P. 751,7.55,22.65,2.0
649,650,Dead,3,"Stanley, Miss. Amy Zillah Elsie",1.0,23.0,0,0,CA. 2314,7.55,22.65,2.0
650,651,Alive,3,"Mitkoff, Mr. Mito",0.0,30.7,0,0,349221,7.8958,23.6874,2.0
651,652,Dead,2,"Doling, Miss. Elsie",1.0,18.0,0,1,231919,23.0,46.0,2.0
652,653,Alive,3,"Kalvik, Mr. Johannes Halvorsen",0.0,21.0,0,0,8475,8.4333,25.299899999999997,2.0
653,654,Dead,3,"O'Leary, Miss. Hanora ""Norah""",1.0,27.9,0,0,330919,7.8292,23.4876,1.0
654,655,Alive,3,"Hegarty, Miss. Hanora ""Nora""",1.0,18.0,0,0,365226,6.75,20.25,1.0
655,656,Alive,2,"Hickman, Mr. Leonard Mark",0.0,24.0,2,0,S.O.C. 14879,73.5,147.0,2.0
656,657,Alive,3,"Radeff, Mr. Alexander",0.0,30.7,0,0,349223,7.8958,23.6874,2.0
657,658,Alive,3,"Bourke, Mrs. John (Catherine)",1.0,32.0,1,1,364849,15.5,46.5,1.0
658,659,Alive,2,"Eitemiller, Mr. George Floyd",0.0,23.0,0,0,29751,13.0,26.0,2.0
659,660,Alive,1,"Newell, Mr. Arthur Webster",0.0,58.0,0,2,35273,113.275,113.275,0.0
660,661,Dead,1,"Frauenthal, Dr. Henry William",0.0,50.0,2,0,PC 17611,133.65,133.65,2.0
661,662,Alive,3,"Badt, Mr. Mohamed",0.0,40.0,0,0,2623,7.225,21.674999999999997,0.0
662,663,Alive,1,"Colley, Mr. Edward Pomeroy",0.0,47.0,0,0,5727,25.5875,25.5875,2.0
663,664,Alive,3,"Coleff, Mr. Peju",0.0,36.0,0,0,349210,7.4958,22.4874,2.0
664,665,Dead,3,"Lindqvist, Mr. Eino William",0.0,20.0,1,0,STON/O 2. 3101285,7.925,23.775,2.0
665,666,Alive,2,"Hickman, Mr. Lewis",0.0,32.0,2,0,S.O.C. 14879,73.5,147.0,2.0
666,667,Alive,2,"Butler, Mr. Reginald Fenton",0.0,25.0,0,0,234686,13.0,26.0,2.0
667,668,Alive,3,"Rommetvedt, Mr. Knud Paust",0.0,30.7,0,0,312993,7.775,23.325000000000003,2.0
668,669,Alive,3,"Cook, Mr. Jacob",0.0,43.0,0,0,A/5 3536,8.05,24.150000000000002,2.0
669,670,Dead,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1.0,27.9,1,0,19996,52.0,52.0,2.0
670,671,Dead,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1.0,40.0,1,1,29750,39.0,78.0,2.0
671,672,Alive,1,"Davidson, Mr. Thornton",0.0,31.0,1,0,F.C. 12750,52.0,52.0,2.0
672,673,Alive,2,"Mitchell, Mr. Henry Michael",0.0,70.0,0,0,C.A. 24580,10.5,21.0,2.0
673,674,Dead,2,"Wilhelms, Mr. Charles",0.0,31.0,0,0,244270,13.0,26.0,2.0
674,675,Alive,2,"Watson, Mr. Ennis Hastings",0.0,30.7,0,0,239856,0.0,0.0,2.0
675,676,Alive,3,"Edvardsson, Mr. Gustaf Hjalmar",0.0,18.0,0,0,349912,7.775,23.325000000000003,2.0
676,677,Alive,3,"Sawyer, Mr. Frederick Charles",0.0,24.5,0,0,342826,8.05,24.150000000000002,2.0
677,678,Dead,3,"Turja, Miss. Anna Sofia",1.0,18.0,0,0,4138,9.8417,29.5251,2.0
678,679,Alive,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1.0,43.0,1,6,CA 2144,46.9,140.7,2.0
679,680,Dead,1,"Cardeza, Mr. Thomas Drake Martinez",0.0,36.0,0,1,PC 17755,512.3292,512.3292,0.0
680,681,Alive,3,"Peters, Miss. Katie",1.0,27.9,0,0,330935,8.1375,24.412499999999998,1.0
681,682,Dead,1,"Hassab, Mr. Hammad",0.0,27.0,0,0,PC 17572,76.7292,76.7292,0.0
682,683,Alive,3,"Olsvigen, Mr. Thor Anderson",0.0,20.0,0,0,6563,9.225,27.674999999999997,2.0
683,684,Alive,3,"Goodwin, Mr. Charles Edward",0.0,14.0,5,2,CA 2144,46.9,140.7,2.0
684,685,Alive,2,"Brown, Mr. Thomas William Solomon",0.0,60.0,1,1,29750,39.0,78.0,2.0
685,686,Alive,2,"Laroche, Mr. Joseph Philippe Lemercier",0.0,25.0,1,2,SC/Paris 2123,41.5792,83.1584,0.0
686,687,Alive,3,"Panula, Mr. Jaako Arnold",0.0,14.0,4,1,3101295,39.6875,119.0625,2.0
687,688,Alive,3,"Dakic, Mr. Branko",0.0,19.0,0,0,349228,10.1708,30.5124,2.0
688,689,Alive,3,"Fischer, Mr. Eberhard Thelander",0.0,18.0,0,0,350036,7.7958,23.3874,2.0
689,690,Dead,1,"Madill, Miss. Georgette Alexandra",1.0,15.0,0,1,24160,211.3375,211.3375,2.0
690,691,Dead,1,"Dick, Mr. Albert Adrian",0.0,31.0,1,0,17474,57.0,57.0,2.0
691,692,Dead,3,"Karun, Miss. Manca",1.0,4.0,0,1,349256,13.4167,40.2501,0.0
692,693,Dead,3,"Lam, Mr. Ali",0.0,30.7,0,0,1601,56.4958,169.4874,2.0
693,694,Alive,3,"Saad, Mr. Khalil",0.0,25.0,0,0,2672,7.225,21.674999999999997,0.0
694,695,Alive,1,"Weir, Col. John",0.0,60.0,0,0,113800,26.55,26.55,2.0
695,696,Alive,2,"Chapman, Mr. Charles Henry",0.0,52.0,0,0,248731,13.5,27.0,2.0
696,697,Alive,3,"Kelly, Mr. James",0.0,44.0,0,0,363592,8.05,24.150000000000002,2.0
697,698,Dead,3,"Mullens, Miss. Katherine ""Katie""",1.0,27.9,0,0,35852,7.7333,23.1999,1.0
698,699,Alive,1,"Thayer, Mr. John Borland",0.0,49.0,1,1,17421,110.8833,110.8833,0.0
699,700,Alive,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0.0,42.0,0,0,348121,7.65,22.950000000000003,2.0
700,701,Dead,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1.0,18.0,1,0,PC 17757,227.525,227.525,0.0
701,702,Dead,1,"Silverthorne, Mr. Spencer Victor",0.0,35.0,0,0,PC 17475,26.2875,26.2875,2.0
702,703,Alive,3,"Barbara, Miss. Saiide",1.0,18.0,0,1,2691,14.4542,43.3626,0.0
703,704,Alive,3,"Gallagher, Mr. Martin",0.0,25.0,0,0,36864,7.7417,23.225099999999998,1.0
704,705,Alive,3,"Hansen, Mr. Henrik Juul",0.0,26.0,1,0,350025,7.8542,23.5626,2.0
705,706,Alive,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0.0,39.0,0,0,250655,26.0,52.0,2.0
706,707,Dead,2,"Kelly, Mrs. Florence ""Fannie""",1.0,45.0,0,0,223596,13.5,27.0,2.0
707,708,Dead,1,"Calderhead, Mr. Edward Pennington",0.0,42.0,0,0,PC 17476,26.2875,26.2875,2.0
708,709,Dead,1,"Cleaver, Miss. Alice",1.0,22.0,0,0,113781,151.55,151.55,2.0
709,710,Dead,3,"Moubarek, Master. Halim Gonios (""William George"")",0.0,30.7,1,1,2661,15.2458,45.737399999999994,0.0
